reducto_score,azure_score,textract_score,gcloud_score,unstructured_score,gpt4o_score,chunkr_score,pdf_path,language
0.7751262664794922,0.5084595680236816,1.0,0.402589225769043,0.2848484675089518,0.4409178098042806,0.35,13086_png.rf.c75b6ca4db82df242fd653c67cc55db4.pdf,en
0.9985994611467632,0.7069327944800967,0.9985994611467632,0.3157467615036737,0.7183786119733538,0.6247567157356106,0.4761904761904761,21142_png.rf.c2dc42bb8a853443bd01ffa477ba973f.pdf,en
0.9393939393939394,0.6723484992980957,0.4242424242424242,0.4262626243360115,0.6212121356617321,0.5326599352287523,0.845295067989465,17397_png.rf.faa27b322aabaa071a5486210df2d8fe.pdf,en
0.8892225901285807,0.6121392567952474,0.6110975901285808,0.4010281244913737,0.5004723548889161,0.7038059234619141,0.25,8273_png.rf.7f570badf008790b9aa7cc0d57e2ddeb.pdf,en
1.0,0.5,1.0,0.65625,0.7406250238418579,0.65625,0.6875,10740_png.rf.05091f0d1908862c4b7107c4468f6844.pdf,en
1.0,0.6459259033203125,,0.1,,0.8127272796630859,,15829_png.rf.fe6de3359ea25194c4a146f21ade69c7.pdf,en
1.0,0.6517398834228516,0.975,0.7296397950914171,,0.6666666666666666,0.3667998747392134,42405_png.rf.29f7f349b16be7e94ac1df1662238c34.pdf,en
0.9498327759197324,0.6923076923076923,0.9481605351170568,0.4367654347499477,0.4456631480783656,0.6270903010033445,0.6816661413696697,11906_png.rf.12ce0ddb44b4ffa0cddd06f176a860c1.pdf,en
1.0,0.8850961538461538,0.7653846153846153,0.6232124328613281,0.5502254290458484,0.6815898868587468,0.6971153846153846,10226_png.rf.35231c14b4c5c222d46e5dbda3a12b1e.pdf,en
1.0,0.7954545454545454,0.6198412346117425,0.628942464853262,0.8037373860677083,0.6272727272727273,0.6,19120_png.rf.5d8bd98ccd153ae3127a0323b140e433.pdf,en
0.98556074985238,0.7497757998379794,0.525,0.6996777113093886,0.7110636067944903,0.958133431368096,0.6201923076923077,18217_png.rf.845f53c4eb004f485b9516ef0cd84053.pdf,en
0.9066515725756448,0.5714285714285714,0.5714285714285714,0.8333473811073909,,0.6626471060293692,0.5555555555555556,5629_png.rf.22a0f9f961a8f6cfba2ca48b527e6b6e.pdf,en
0.9,0.6400000095367432,0.925,0.475,0.3791666507720947,0.66,,24212_png.rf.a5636bb28199dc64fcdd34bf17bbf648.pdf,en
1.0,0.6806722528794232,0.9983660380045573,0.3790149408228257,0.6651151320513558,0.789278539597179,0.5304219115014169,9427_png.rf.f00929b61f0bcb1e78dfa0692e43d156.pdf,en
0.9313721793038504,0.7772076742989676,0.4285714285714285,0.6488995688302176,0.6399426646046824,0.5730952671595982,0.7098966326032367,48785_png.rf.8d4772029fa0d8d4d7e7e1a8c9892279.pdf,en
1.0,0.7653334045410156,0.6445938110351562,0.3,0.4166666666666667,1.0,,8018_png.rf.b2d7f67c860b456ecf618ab0fd1d7ef3.pdf,en
0.7925555419921875,0.3750126266479492,0.8694166564941406,0.5739365059988839,0.2391666793823242,0.205,0.511749267578125,33488_png.rf.0cfcba2765651a114fdabb1abed26234.pdf,en
0.8255282315340909,0.7651624374952012,0.5579930335942299,0.6036207119428555,0.3717437657442959,0.5574329947956657,0.0515970515970515,11261_png.rf.6e0002e75c09435d1708cbd1f2cfe632.pdf,en
1.0,0.5798911412556966,1.0,0.5196428616841634,0.8318168640136718,0.5502777735392252,0.4615384615384615,32190_png.rf.d1d8e8f654fe040dde4dc0bb2be04bfb.pdf,en
0.9276791434002738,0.6892116579235109,0.9148586305797608,0.6273187707971644,0.5304843217898638,0.7020381047175481,0.4735042865459735,23776_png.rf.8eb95bb3464e8f81bce543c91784b204.pdf,en
0.875,0.875,0.5,0.6223536332448324,0.6656948328018188,0.5378244018554688,0.6019477844238281,4499_png.rf.7e931b4843ae678ee241553cc6d203fc.pdf,en
0.7726198343130258,0.5678269186137636,0.5077539590688852,0.5088888804117838,0.4709314866499467,0.646448477720603,0.4496732225605085,594_png.rf.6005a38bc02d3b813ff6aae980e25508.pdf,en
0.9682539682539684,0.6507936507936508,0.6402116200280568,0.7773567078605531,0.6190476190476191,0.6662754482693143,1.0,5829_png.rf.05d5c34f01f62ff71966906edb8d52c0.pdf,en
0.997973378499349,0.7956019719441731,0.997973378499349,0.731773747338189,0.5676618576049804,0.6238138940599229,0.7270304361979166,28864_png.rf.5a4753da853f08252730309f7347c73e.pdf,en
0.9997416602240669,0.6783930460611979,0.3604241359381028,0.7444358401828342,0.748148176405165,0.9886305067274306,0.7965621241816768,24272_png.rf.904fa97aa6c9a0fccb934fe62bb8fbdc.pdf,en
0.8754208497326783,0.6500721941090594,0.7878787878787878,0.5843318592418324,0.5974026304302793,0.6666666666666666,0.404040404040404,25864_png.rf.8617e66c8cb1146a5f211c67a0f4f490.pdf,en
0.9992333614464962,0.5322271019521386,0.9886050368800308,0.177484559618737,0.816338163433653,0.6966543130941324,0.5875871138139205,16633_png.rf.67e41300a59a8176ef9bcf623b3131d5.pdf,en
0.9499999826604668,0.8337661941330154,0.7902597204431311,0.5152562624448306,0.5346320016043526,0.5874459093267267,0.2818181731484153,45936_png.rf.11545571c07c781b02ac591c4bf14da6.pdf,en
1.0,0.7911262897529987,0.7975976346719145,0.1079041112667669,,0.6208187064739189,0.7256346423216541,29887_png.rf.cea181d338566b95d7246bcff7f7c8d7.pdf,en
0.9839728219168526,0.7747889927455357,0.7768297467912947,0.7268297467912946,0.8692832946777344,0.7717277526855468,0.7237820434570312,41956_png.rf.5e54a5a7cbe303c738cc45cc448794d3.pdf,en
1.0,0.746031746031746,0.8095238095238095,0.5555555555555556,0.6846560523623512,1.0,0.365079365079365,29402_png.rf.e81033f0731c491f1336adc63d00c698.pdf,en
0.9851572672526042,0.7997278849283854,0.9067852598248106,0.4433968720612702,0.5953342692057292,0.7294612460666232,0.5942206827799479,28196_png.rf.64c09fcd4c66b519380d0ed1d0ae40f1.pdf,en
1.0,1.0,0.7845238276890346,0.5833333333333334,0.6595456940787179,0.7845238276890346,0.8023809705461774,14360_png.rf.f869f1e65ad14b3495c2c32977b70ba5.pdf,en
1.0,0.8,0.6,0.9963562774658205,0.5785185241699219,0.68,,24844_png.rf.4959ab7f1c2f43325a34960e79bfd33d.pdf,en
1.0,0.8087236231023615,1.0,0.77777775851163,0.4848484848484848,0.6774104725230824,0.6363636363636364,17385_png.rf.bc5ec4ba6a9a84d77a6a342f55994f14.pdf,en
0.9920635223388672,0.7128237088521322,0.7420635223388672,,,0.8611111111111112,,16071_png.rf.15b74fbe74f033f7e6b46e94ca678705.pdf,en
0.9524344889322915,0.7972722371419271,0.48,0.6607407633463541,0.5693303934733073,0.763263905843099,,26875_png.rf.1a1e8cdf1f3505a8d4ed68281e08e4a0.pdf,en
0.9852941176470588,0.8150260348279937,1.0,0.193334841260723,0.6909064498602175,0.7452739870925834,0.5281343647077972,9428_png.rf.7ea7270ad5d61b7afae6bb75c82ce242.pdf,en
1.0,0.844717264175415,0.719717264175415,0.7078124682108561,0.6607142857142857,0.9980158805847168,0.6169005121503558,568_png.rf.0d411275d5046ee9b56cdf429b830946.pdf,en
0.9682539682539684,0.6190476190476191,0.5873015873015873,0.8571428571428571,0.6190476190476191,0.837037037037037,0.6190476190476191,18269_png.rf.54acdc391615838f52e721989fed5885.pdf,en
0.7762482863206129,0.5717789870042067,0.5384615384615384,0.605982912503756,0.5935311537522536,0.5865047161395733,0.2692307692307692,20598_png.rf.ccc01afc6bf4bd23674a95b44640e391.pdf,en
0.9125330485994854,0.75,0.4072420634920635,0.7301587301587301,0.3860201881045387,0.5838566036014766,,21211_png.rf.e0659b9a7edd5e7490d6dc68080cfb77.pdf,en
0.9938271840413412,0.7470739152696397,0.8333333333333334,0.68959433944137,0.521604961819119,0.9938271840413412,0.3703703703703703,26238_png.rf.65d70580e98b2552e978c3937a85c09e.pdf,en
1.0,0.6363636363636364,0.5909090909090909,0.8181818181818182,,0.8181818181818182,,7364_png.rf.59242b41035b37338282d3510dad8fbb.pdf,en
1.0,0.84,0.5,0.9133333587646484,0.5483636220296224,0.78,0.5716620254516601,24851_png.rf.edbc446eb7755725b3da2691eeb24ffd.pdf,en
1.0,0.729515552520752,0.8571429252624512,0.729515552520752,0.6595903805324009,1.0,0.625,21593_png.rf.6840b0330e0ee07f9ebce57b56f9e4b1.pdf,en
0.9330399649483816,0.7805127825055803,0.8414745875767299,0.7004305158342634,0.3576866967337472,0.5573826926095146,0.321515154838562,4198_png.rf.b57db732a414a81a2fa1092425d92bcc.pdf,en
0.9673510321255387,0.7300038830987339,0.9919873467807112,0.6157854803677263,0.757073869376347,0.8078874785324622,0.5785298993510585,624_png.rf.a877b339f7968c9348bc06df48697439.pdf,en
1.0,0.8787878787878788,0.8787878787878788,0.6794919967651367,0.5992845959133573,0.6221496158175999,0.4555555555555555,23782_png.rf.937322833b35e1d690493bf1192e007b.pdf,en
0.9981734834868332,0.8096921516187263,0.8458938598632812,0.8056226269952182,0.8083597421646118,0.8368440825363685,0.7980625547211746,19758_png.rf.9d276ff33af30a93b87425589cbbced2.pdf,en
0.9333333333333332,0.999500940716456,0.725925925925926,0.7338090926881821,0.6054415102358217,0.7766500967520255,0.5,1122_png.rf.3fe8f142fc81d8adfef1c7602c5662da.pdf,en
1.0,1.0,0.8304843196162471,0.3333333333333333,0.4920608732435438,0.8333333333333334,0.5555555555555556,7564_png.rf.864dfb321ff2c036d3126bfa0d9b6a1d.pdf,en
0.9701487223307292,0.80389404296875,0.6111111111111112,0.871946652730306,0.6850548850165473,0.8012145360310873,0.6156346003214518,22322_png.rf.39abeea15eedf9100590490edb5b2ec1.pdf,en
1.0,0.8552036199095022,0.8778280542986425,0.0271493212669683,0.6003016130956589,0.6881164849973193,0.7678230251122384,4956_png.rf.e4495ce0baf4b736032ce7556811b663.pdf,en
0.8333333333333334,0.5544444613986546,0.6111111111111112,0.3930688787389684,0.6858075845121133,0.5404040404040404,0.7634119361337989,16584_png.rf.022f6af71da30754f18c45510664b3e2.pdf,en
0.9583333333333334,0.7916666666666666,0.5833333333333334,,,0.8035714285714286,0.6041666666666666,5139_png.rf.6a3ad13f97f5cc38a787aa9d530a3407.pdf,en
0.9816734768380192,0.8025078369905956,1.0,0.018808777429467,0.6565656565656566,0.8238636363636364,0.2727272727272727,8944_png.rf.49aae74c5e64da6e56c291fb09b1db96.pdf,en
0.8828348159790039,0.6965815544128418,0.7260989718967014,0.7648660659790039,0.6601041793823242,0.670775032043457,0.7019062995910644,21549_png.rf.c8cbc115124e5a4ebbf32a43a36f35e4.pdf,en
0.98511905670166,0.75,1.0,0.7041666507720947,0.5833333015441895,0.7777777777777778,0.8375,28453_png.rf.65278ce4e66d9cc89f0ddee8a734afeb.pdf,en
0.9223126002720424,0.794075448172433,0.6642856597900391,0.4711267743791852,0.5063462393624442,0.7895023890904018,0.6714285714285714,13607_png.rf.b9b624c47bb3c4901b74225648053c71.pdf,en
0.9490909229625356,0.7751710371537642,0.7909091024687795,0.4792849367315119,0.7320346254290957,0.8805195201526989,0.35,22366_png.rf.6256e90c4ce7a3b8968ae6f72a78d9d5.pdf,en
1.0,0.75,1.0,0.6212121212121212,0.5227272727272727,0.696969696969697,0.8739669106223367,11367_png.rf.57b92c4dca8489f67207093ebac038f9.pdf,en
1.0,0.993749976158142,0.84375,0.613385021686554,0.624813973903656,0.7919766902923584,,2436_png.rf.46d34cbd1f9cbf69e66d954c49ed7f33.pdf,en
0.987878787878788,0.9396491773200758,0.5782228257921007,0.3999660607540246,0.5717171408913352,0.875964864095052,0.7050808993252841,6442_png.rf.c0b694c9cbc4fd262c4a58301978f692.pdf,en
0.9,0.7666666666666667,0.8166666666666667,0.5837673823038737,0.6821428934733073,0.6833333333333333,0.4166666666666667,30344_png.rf.f1d9bb0b9ec0d770b7dea894c945d18b.pdf,en
0.9814865324232314,0.6277006069819132,0.962967978583442,0.5228052669101291,0.8211823569403754,0.8055555555555556,0.830127927992079,19825_png.rf.d55b2abc96939bd257b1ebbebc855ebf.pdf,en
1.0,0.85,1.0,0.5964216232299805,0.8372402191162109,0.6964285850524903,0.6898929119110108,17595_png.rf.6d8b16fe16e7f12705ca26fbc2af0042.pdf,en
0.9168115588201992,0.8840580594712409,0.8988406858582427,0.4037978663589015,0.3368421052631579,0.2706487462140511,0.3198067706564198,5924_png.rf.b3609806540c821c7a51bba3bf0b1f09.pdf,en
0.9204545454545454,0.8909090909090909,0.7727272727272727,0.7606061068448153,0.7590908859715317,0.7491582234700521,0.5818181818181818,856_png.rf.f651654efe2b7fec3595f6991212a0d3.pdf,en
1.0,0.8163834183304398,1.0,0.8182135122793692,0.8630618886051015,0.7531552995954242,0.5897435897435898,13962_png.rf.ad75bb54066d56f67f5f20604832d9f0.pdf,en
1.0,1.0,0.8277777565850152,0.684183191370081,0.7916666666666666,0.8611111111111112,0.8250000211927626,45451_png.rf.18a3ef7c87b5514180231b7c8467ab6e.pdf,en
0.7298911468327394,0.5696537229749892,0.721693161635371,0.589814821879069,0.5483690191198278,0.5117560492621528,0.45,4883_png.rf.bc12ed3df9e489d720166ca8ff8c0922.pdf,en
0.9949560165405272,0.8669026919773647,0.9921979222978864,0.6848969459533691,0.7992070743015834,0.6896114945411682,0.625,22020_png.rf.cd93b26225f1bed749397a0bf76cf922.pdf,en
0.9241503547219668,0.7288333129882812,0.8009999847412109,0.0647058823529411,0.7335316975911458,0.7955462287454044,0.5483222961425781,3186_png.rf.2b0c5bd536501aadb54a8edd741b3a71.pdf,en
0.9428571428571428,0.9285714285714286,0.7457142966134208,0.6418367658342634,0.7571428571428571,0.8142857142857143,0.5285714285714286,16013_png.rf.dd7c625547650213f5173aabc0a793ae.pdf,en
1.0,0.7111111111111111,1.0,0.5277777777777778,0.7943900214301215,0.8783333672417535,0.5277777777777778,13309_png.rf.3ef2cd914174e261e29cd496a0527497.pdf,en
0.965367951461573,0.8807359175248579,0.7779904598254336,0.830622038772802,0.7356971740722656,0.8085136908989448,0.5390521327844647,22360_png.rf.044f2ff4e4d53eb1bdb5231ec8550002.pdf,en
1.0,0.7777777777777778,0.7777777777777778,0.7111111111111111,0.6666666666666666,0.8888888888888888,0.909178755018446,9220_png.rf.5f0b8ace73884390fb2a3a7bc7561c88.pdf,en
0.9928571701049804,0.9928571701049804,0.816964308420817,0.639525318145752,0.4306821823120117,0.8678571701049804,0.641845989227295,7544_png.rf.6ac8aab7caf480a43e9d6d18c26d4c86.pdf,en
1.0,0.75,0.75,0.7357142925262451,0.9,0.95,0.7125,11419_png.rf.c25c26d49ec5acd28b569bdd2bea3ea4.pdf,en
1.0,0.6990740564134386,1.0,0.7777777777777778,0.5055555767483182,0.8918128543429904,0.7777777777777778,27798_png.rf.c755b7c30048957891c6ed7d186f2fa2.pdf,en
0.9375,0.8198626836140951,0.6171875,0.8460311328663546,0.4259201288223266,0.7497585415840149,0.5574777126312256,4653_png.rf.7039ec2cb05ff1b78f122fca704d4308.pdf,en
1.0,0.9482401893252418,0.8809523809523809,0.8235780625116258,0.4038664045787993,0.8125603569878472,0.8205128624325707,15203_png.rf.658d0c5e90bcc44b45907818b2ce384c.pdf,en
1.0,0.75,1.0,0.75,0.6230936403627749,0.7633987426757812,0.901190439860026,11366_png.rf.94a09e854172606a6c21a5d5752a086f.pdf,en
1.0,0.8836363358931107,0.9636363636363636,0.5185474048961293,0.7393938931551847,0.8181818181818182,0.6606061068448154,37402_png.rf.951394944c3551fe9d92691e589efd70.pdf,en
0.993939393939394,0.8502673796791443,0.8502673796791443,0.8882400050307765,0.8652236476089015,0.7703030210552794,0.509090909090909,14481_png.rf.7ac5d3433fa8cc3f2134f94c99c70aa4.pdf,en
0.8569705669696515,0.5304062631395128,0.9702864046450016,0.7739490932888455,0.5651881552150106,0.401836065598476,0.5925925925925926,25044_png.rf.1db9d889913c5e915900fd4c3f49fe29.pdf,en
0.981994424547468,0.7644592523574829,0.9770418575831822,0.7415993554251534,0.8840156282697406,0.4253030220667521,0.578125,48643_png.rf.21d8f2199e9164b378dbb95dfd8b0eae.pdf,en
0.9984615325927736,0.8127409362792969,0.9878484344482422,0.7291929626464844,0.8435221099853516,0.8764614868164062,0.8555333709716797,48549_png.rf.1698fc53a1a24c5a3565731663a47ab6.pdf,en
0.9090909090909092,0.7878788167780096,0.7840909090909091,0.7838843085549094,0.7840909090909091,0.7655502666126598,0.4772727272727273,9012_png.rf.c0ee8bfea7aab74d70427ea834ef5f1b.pdf,en
1.0,0.8797979875044389,0.997142868041992,0.7377613830566406,0.8110626220703125,0.8620875965465199,0.52,38456_png.rf.ad0b1bf45b2301a6c4d23f3c6d2619fe.pdf,en
1.0,0.7037037037037037,0.8024691358024691,0.6790123456790124,0.6958065739384404,0.9012345679012346,0.9997454984688464,5826_png.rf.4f9f62eb9948044c6c4752cdfb918265.pdf,en
0.9901233814380788,0.8369841003417968,0.9901233814380788,0.5659258807146991,0.6007054646809896,0.8666666666666667,,47191_png.rf.43a8461e8d1c6b0bc3ae5b17b2666f4d.pdf,en
1.0,1.0,0.8888888888888888,0.7893501231872958,0.7983539094650206,0.8412698412698413,0.6923339734367999,45595_png.rf.6f7d4d567f49831c3f75ddf5c00348ec.pdf,en
1.0,0.6959228515625,0.6090951495700412,0.9713720679283142,0.6945246458053589,0.6090951495700412,0.9373821020126344,48626_png.rf.6922b43e8099138225b597ea714472f8.pdf,en
1.0,0.85,1.0,0.7045454545454546,0.8875,0.7708333333333334,0.825,1217_png.rf.d773a56417940fb708cc1d79bbdcb77e.pdf,en
0.9818960571289064,0.6733859777450562,0.8310325622558594,0.7710954959575946,0.9126148223876952,0.8199549865722656,0.8701093292236328,19756_png.rf.a9d2d42e1c54d5433b2c97e3d55f9027.pdf,en
0.895176615033831,0.7677358899797712,0.9625215530395508,,0.3877450942993164,0.7738095124562582,0.6569705009460449,42884_png.rf.06d5790c69e6a82861d980be0e321f0f.pdf,en
0.9914583206176758,1.0,0.871875,0.6232931675055088,0.1453488372093023,,0.172106120897376,999_png.rf.db81a5df0db1f0c4854e58778b06debd.pdf,en
0.8070763746897379,0.5064226256476508,0.8259224096934,0.2083333333333333,0.5885989325387138,0.7208497864859444,0.46875,27063_png.rf.0ce5fea81237cfc36c2f132c04fe38f2.pdf,en
0.9807692307692308,0.6538461538461539,0.4615384615384615,0.9166666911198542,0.6126373731173002,0.7008547008547008,1.0,2032_png.rf.bb2a007127e54e9b73e4ecd71291365e.pdf,en
1.0,0.95,0.8833333333333333,0.8833333333333333,0.7666666666666667,0.570903205871582,0.5166666666666667,10711_png.rf.e197171a441592bf1066f87bb942ee95.pdf,en
0.8939393939393939,0.9272727272727272,0.7772727272727272,0.7774917980856146,0.6345827969637784,0.7042190633355615,0.645347469109149,25944_png.rf.6c04f8521929872f359b1cac2f360298.pdf,en
0.9357954025268554,0.9494318008422852,0.8324771881103515,0.6422198948107267,0.7865102767944336,0.7372606754302978,0.3108557462692261,536_png.rf.2bfdfab276806838ec9d8e469f6a8294.pdf,en
0.8333333333333334,0.5381944179534912,0.8888888888888888,0.5888889100816515,0.7361111111111112,0.6666666666666666,0.5,1242_png.rf.a496d56332917b7d41c4d6b00cfbc6bb.pdf,en
0.8824176243373326,0.780952399117606,0.7164835248674665,0.4942856924874442,0.8728571210588728,0.6285714285714286,0.7287569318498884,12540_png.rf.17f011daedc2b4c7dc3579dcb0809d01.pdf,en
0.8462301662990025,0.7368403064961336,0.6080200740269253,0.7070845195225307,0.7174976893833706,0.7741556167602539,0.4642857142857143,3194_png.rf.2dc3fe63c82a7e1a2348f02be25db5fc.pdf,en
0.8690476190476191,0.6785714285714286,0.6317857265472412,0.8153130667550224,0.7136372611636207,0.7567974437366832,0.7498733429681688,1419_png.rf.dc0437f09bbc5b5cb408ac3afbef2efe.pdf,en
0.9931623670789932,0.8692307431473691,0.9888888628054888,0.8838827671148838,0.8008546747713008,0.8205128205128205,0.7037037037037037,13092_png.rf.6554854e15beb01a7d2e67e49fe9e711.pdf,en
0.9488636363636364,0.9545454545454546,0.877367453141646,0.2877840995788574,0.7068976402282715,0.71875,0.2802933624812534,5925_png.rf.8ceb030c4e0e9c6b8d6b7245514d98c2.pdf,en
0.8319293975830078,0.6808673313685826,0.9257411609996448,0.619444465637207,0.7342817306518554,0.6515542348225911,0.4287995425137607,1460_png.rf.568b357d993fc0f79b8207e9bbf1213d.pdf,en
0.8529411764705882,0.7478991596638656,0.8602941176470589,0.2138107299804687,0.6092180524553571,0.7248606321190586,0.339572177213781,27813_png.rf.2862b862b74cbb58994860fcc6b0ff71.pdf,en
1.0,0.75,0.9375,0.5161110877990722,0.35,0.9,0.8583333969116211,16069_png.rf.7cc8abc5a4c26d7e61aac8f4a441e3a5.pdf,en
0.9002754905007102,0.9002754905007102,0.7805785554828066,0.7940771507494377,0.5980945933948864,0.7220975702459161,0.6542699409253669,21925_png.rf.fb95a1385b837c5042fa72d5e0ac5482.pdf,en
1.0,0.8421144448934387,1.0,0.7525260468833467,0.848581283811539,0.9024637615869916,0.8550618489583334,801_png.rf.e6a60e1ee4defef99e9b05f28731bf98.pdf,en
0.9026308059692384,0.9100353452894424,0.8748530281914605,0.5490508874257406,0.41785006089644,0.5353008906046549,0.4486656766949278,30013_png.rf.f991be0a42510fa56b22a9080073dc95.pdf,en
1.0,0.8143441518147786,1.0,0.3147699737548828,0.2070652246475219,0.9166666666666666,0.3434659957885742,14141_png.rf.68bfc65527748e46d362f8eb3b54f2f4.pdf,en
0.94444448297674,0.8374819322065874,0.958243109963157,0.1136363636363636,0.7315030531449751,0.625,0.832611777565696,17962_png.rf.8c5dc0db83de895c71d4ac010f1de216.pdf,en
0.918560606060606,1.0,0.8106060606060606,0.8106060606060606,0.7805194607028714,0.797077922077922,0.3818181818181818,855_png.rf.191886cc397bb5884715b61f8552cd65.pdf,en
0.959967295328776,0.8625,0.8625,0.4191071987152099,0.8213677936130099,0.7943274180094401,0.6774384379386902,10230_png.rf.e7175c5ef8ba34223acebf1e0662c02d.pdf,en
0.8643163045247396,0.7264957427978516,0.8593758803147536,0.5593015230618991,0.5024544242378715,0.7581360946745562,0.7529137884820258,24561_png.rf.3c52ca4afbee5af381a5d52c5e99cb8b.pdf,en
0.8571428571428571,1.0,0.75,0.4113386699131557,0.7105263301304409,0.75,0.2678571428571428,19571_png.rf.256d5d42dc89632ed7aa3669a5317f12.pdf,en
0.981666660308838,0.931666660308838,0.7150000095367431,0.688854169845581,0.7056708812713623,0.9375,0.6080290794372558,23262_png.rf.271e74be52949d20ea8b584a615121db.pdf,en
1.0,0.8961039043608165,1.0,0.7049963814871651,0.4058441434587751,0.75,,16157_png.rf.2b676c8979e97b645754593acfa990d6.pdf,en
0.9701236089070638,0.9225045839945476,0.7650310198465983,0.8182601928710938,0.8836995760599772,0.7636573314666748,0.7115079561869303,35890_png.rf.001f127d55285846a4f99265d04e9dbb.pdf,en
0.9945054945054944,0.9522216293837998,0.8901098901098901,0.7654331752232143,0.4754798386123154,0.8923076923076924,0.8582767025455014,15196_png.rf.adad5eb1aa14c1c58c4a71e8674296dd.pdf,en
0.8121254994319036,0.7433534240722657,0.5834186217364143,0.6094145494348863,0.4713300925034743,0.8730418865497296,0.582892474006204,34754_png.rf.f2fa9644fae6aa252aa2b13bdb00b148.pdf,en
0.9850000119676776,0.4130718754787071,0.9718347287645528,0.5865686154833027,,0.882794309129902,0.3176470588235294,2848_png.rf.8a01e1f380a2d0829c3041a4d139fa96.pdf,en
0.9434389140271492,0.8280542986425339,1.0,0.6516842388998869,0.4718794326437005,0.8461538461538461,0.2941176470588235,17584_png.rf.453d3050986bdf7b1c53d00aa6c91e78.pdf,en
1.0,0.9,1.0,0.7,0.6841065216064454,0.7,0.8948387145996094,29305_png.rf.e2800eed23a106a25c38e791caaae8ee.pdf,en
0.8391472868217055,1.0,0.6666666666666666,0.4914457631665607,0.5464015729499586,0.7632343985817649,0.6502880683312049,24241_png.rf.29ce44ee679fa951d9a9f86e12cec175.pdf,en
0.7166666666666667,0.6136645725795201,0.623585455758231,0.2833333333333333,0.5175000190734863,0.7388888676961263,0.5608333587646485,15651_png.rf.e754aeffa114bb27fd39e94f7f47eced.pdf,en
0.974074074074074,1.0,0.8888888888888888,0.6443305472304538,0.6846245659722222,0.8483244880797371,0.8037037037037037,3465_png.rf.db832ad9d5f5eb77dec73ffa9e2917c7.pdf,en
1.0,0.998677208310082,0.75,0.3329092056032211,0.5212310306609623,0.9563492063492064,0.2553162347702753,4843_png.rf.cc0eff8f22e95a64c509eb470a001a23.pdf,en
0.9431216527545264,0.8123910692003038,0.9508995177253844,0.7173414311857305,0.8097485133579799,0.860018569255562,0.6289648297189296,15138_png.rf.14b9856f048bc74c8f1dbbd15de8f10c.pdf,en
1.0,1.0,0.875,0.8402395248413086,,0.5867632031440735,,2449_png.rf.b7210b69d269013514f76fbd94d08bd3.pdf,en
1.0,0.8125,0.875,,,0.9375,,15803_png.rf.509f9df4136cf06f6f1ab390d31c96df.pdf,en
1.0,0.905431160560021,0.7382537401639498,0.8053160394941058,0.8072236606052944,0.9285714285714286,0.906556642972506,20429_png.rf.5c4285b46c68ec27f0648ff17b2ae06d.pdf,en
0.982656873505691,0.7951849208158606,0.7890311931741649,0.7990582989108178,0.9307779772528286,0.7784952624090786,0.9214643938788052,19760_png.rf.595dd40b33c5b03b50ea45c83634efc0.pdf,en
